epoch,train_loss,val_loss
0,0.4433132247861661,0.21717104325929193
1,0.28111540863830686,0.17941241195177463
2,0.24939848703484616,0.17460989301115173
3,0.23968783903203425,0.16914252006153196
4,0.22679931149427732,0.15116247707666391
5,0.22032016454624956,0.14356230204422726
6,0.21433449206521296,0.15221086052904356
7,0.21402783637778058,0.13864098738484823
8,0.2119152643954535,0.13545848546174605
9,0.20346307815623457,0.13111453597456116
10,0.19871428131497043,0.13072786294559569
11,0.20161114977445932,0.12832330029979094
12,0.198129895149974,0.12822048452527043
13,0.19473821986490517,0.12887930625941565
14,0.19172373598633236,0.1338590682570031
15,0.1899515583646547,0.12518742650035297
16,0.1920191968724749,0.12365583978822207
17,0.19160264911227937,0.12198393214684704
18,0.18736367498590925,0.12320966728718208
19,0.18852228802119195,0.12009699759629806
20,0.18694898986449765,0.12296311603064423
21,0.19306426239746954,0.12309719271220444
22,0.18362960890285585,0.12049362785580216
23,0.18868398432138891,0.12046006047278134
24,0.1792199566342901,0.12247935639306547
25,0.18506379427435254,0.12082521825927109
26,0.18063077555920823,0.11883799024816259
27,0.17977557852959744,0.11688600546670855
28,0.17729348359277033,0.12039202919592222
29,0.18028168072816603,0.11833552777156894
30,0.18033502892213518,0.11957597081571715
31,0.1810335105731415,0.11734220009208132
32,0.17793820139588784,0.11719105980095196
33,0.17577686380087337,0.11462402913350701
34,0.18048455821097992,0.1136495765972463
35,0.17724568716026382,0.1148676331132752
36,0.17380542637496257,0.15028299467555492
37,0.1809977257368861,0.1109107891447308
38,0.17436211685093486,0.11366721977552863
39,0.17382712193097583,0.11418524455698684
40,0.1752948902805154,0.11581395286748841
41,0.17928706031230615,0.11786062766260662
42,0.17840951747336178,0.11678247748788306
43,0.17530637253863543,0.11323488389265822
44,0.1711537952048307,0.11328649724302846
45,0.17359096611325225,0.1125624049645642
46,0.17331622694354443,0.1133691164006959
47,0.1681192811102706,0.11982115482714396
48,0.1801054847133511,0.11528342880893486
49,0.1763961928515086,0.11669037407168756
50,0.1768546539817494,0.1160109118390002
51,0.16972688959481014,0.11464675884604861
52,0.17099017732319594,0.11222995649832508
53,0.17196295501736686,0.11394285199585222
54,0.17074693036048855,0.11258161515506054
55,0.17057251566141807,0.11531727895801791
56,0.17163285744185125,0.11823789882171683
57,0.17025695553400333,0.11291632961494524
58,0.1701417721677468,0.11391782862334528
59,0.16673690648427228,0.11312502297118256
60,0.16838455683957915,0.11558306420622426
61,0.17090201719048592,0.1148833742320741
62,0.16596808949376415,0.11665230318141065
63,0.16787833818152947,0.11740961620018343
64,0.1745529952134805,0.11263670896914225
65,0.16778546800882274,0.11567340247053336
66,0.16633394977976143,0.11347438695080858
67,0.16749724698647225,0.11468810310949644
68,0.16677057511375684,0.11329020941216791
69,0.16704863653586288,0.11660612890744779
70,0.16938155976079153,0.11086237206800806
71,0.16449887283537848,0.11232651765029178
72,0.16535451227861916,0.11378064680424974
73,0.17037333707837965,0.11407942190105191
74,0.1668460648419357,0.1127132380781727
75,0.17031270077166422,0.11392707527700952
76,0.1655682103596198,0.1135315555354434
77,0.1674156420152445,0.11577648860195798
78,0.16372748938242324,0.11424127597450803
79,0.16257991889051676,0.11121330570442278
80,0.16335306418140644,0.11050812559323099
81,0.16870528905119767,0.1132755863381734
82,0.16781701859833084,0.11445205406931074
83,0.16419013396433815,0.11304965584758199
84,0.16256430140421566,0.1124948385225628
85,0.16073637299433777,0.11387807781785829
86,0.16405049122994092,0.11613968594489243
87,0.16709332428442927,0.11620620981418232
88,0.1651329235712823,0.11604740025647264
89,0.16740544073503275,0.11740614692505716
90,0.1680085873155704,0.11235805827196141
91,0.161801124398192,0.11383224204945483
92,0.16586334816872794,0.11221488628778034
93,0.16173477378577975,0.11210959519135667
94,0.1624888265453715,0.10956807103987033
95,0.16345597647642895,0.11400641638264314
96,0.15757903822055996,0.11084791804336444
97,0.16202390934859826,0.10920660792764136
98,0.1606684793829154,0.11178654554354046
99,0.15996267794544297,0.11221071375921725
